Entry	Mass	Length	Gene ontology IDs
P06781	21,479	192	GO:0003924; GO:0005525; GO:0005622; GO:0005886; GO:0007015; GO:0007017; GO:0007264; GO:0016020; GO:0030010; GO:0031505
P38066	38,332	345	GO:0003935; GO:0005525; GO:0009231; GO:0019238; GO:0046872
P50861	18,556	169	GO:0000906; GO:0005758; GO:0009231; GO:0009349; GO:0016740
P09938	46,147	399	GO:0004748; GO:0005634; GO:0005737; GO:0005971; GO:0006260; GO:0009186; GO:0009263; GO:0046872
P21672	97,515	869	GO:0004748; GO:0005524; GO:0005737; GO:0005971; GO:0006260; GO:0009263
P49723	40,055	345	GO:0004748; GO:0005634; GO:0005737; GO:0005971; GO:0006260; GO:0009186; GO:0009263; GO:0051188
P40395	121,650	1056	GO:0000139; GO:0005085; GO:0005634; GO:0005801; GO:0005829; GO:0006351; GO:0006355; GO:0006886; GO:0032045; GO:0034066; GO:0042147
P29539	217,931	1916	GO:0000723; GO:0000729; GO:0000784; GO:0006270; GO:0007049; GO:0016233; GO:0030466; GO:0042162; GO:0070187
Q12196	56,122	484	GO:0000462; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0006468; GO:0007069; GO:0007096; GO:0030874; GO:0046777; GO:0046872; GO:0051301; GO:2000234
P38145	26,196	238	GO:0004746; GO:0009231; GO:0016491
P36105	15,167	138	GO:0002181; GO:0003723; GO:0003735; GO:0006412; GO:0016236; GO:0022625; GO:0042273
P26784	22,201	199	GO:0002181; GO:0003723; GO:0003729; GO:0003735; GO:0006412; GO:0022625
P05740	20,549	184	GO:0000448; GO:0002181; GO:0003735; GO:0022625; GO:0030687
P0CX43	24,486	217	GO:0000470; GO:0002181; GO:0003723; GO:0003735; GO:0006412; GO:0022625
P0CX42	14,473	137	GO:0002181; GO:0003735; GO:0005634; GO:0005829; GO:0022625; GO:0070180
P38061	14,771	130	GO:0002181; GO:0003735; GO:0022625
P0CX54	17,823	165	GO:0000027; GO:0002181; GO:0003735; GO:0006412; GO:0019843; GO:0022625
P0CX49	20,563	186	GO:0002181; GO:0003723; GO:0003735; GO:0006412; GO:0022625
P36144	31,616	274	GO:0000462; GO:0000470; GO:0003723; GO:0005730; GO:0030686; GO:0042274
P0CX46	27,408	254	GO:0002181; GO:0003735; GO:0019843; GO:0022625
P0C2H9	12,967	113	GO:0002181; GO:0003735; GO:0006450; GO:0022625
P21524	99,561	888	GO:0000166; GO:0004748; GO:0005524; GO:0005737; GO:0005971; GO:0006260; GO:0009263
P26785	22,249	198	GO:0002181; GO:0003723; GO:0003729; GO:0003735; GO:0006412; GO:0022625
P0CX82	21,704	189	GO:0002181; GO:0003735; GO:0006412; GO:0022625
P0CX41	14,473	137	GO:0002181; GO:0003735; GO:0022625; GO:0070180
Q12690	22,554	199	GO:0002181; GO:0003723; GO:0003735; GO:0006412; GO:0022625
P54780	24,422	204	GO:0002181; GO:0003723; GO:0003735; GO:0016236; GO:0022625
P46990	20,551	184	GO:0000448; GO:0002181; GO:0003735; GO:0022625; GO:0030687
P0CX50	20,563	186	GO:0002181; GO:0003723; GO:0003735; GO:0006412; GO:0022625
P0CX45	27,408	254	GO:0002181; GO:0003735; GO:0019843; GO:0022625
P41056	12,168	107	GO:0002181; GO:0003735; GO:0022625; GO:0042273
P0CX83	21,704	189	GO:0002181; GO:0003735; GO:0006412; GO:0022625
Q02753	18,242	160	GO:0002181; GO:0003735; GO:0006412; GO:0022625
P56628	13,827	122	GO:0002181; GO:0003735; GO:0022625
P02406	16,722	149	GO:0002181; GO:0003723; GO:0003735; GO:0005634; GO:0022625; GO:0046677; GO:0046898
P0C2H8	12,953	113	GO:0002181; GO:0003735; GO:0006450; GO:0022625
P0CX23	20,437	172	GO:0002181; GO:0003735; GO:0006412; GO:0022625
P53221	14,235	127	GO:0002181; GO:0003723; GO:0003735; GO:0022625; GO:0042273
P05749	13,693	121	GO:0002181; GO:0003735; GO:0022625
P04456	15,758	142	GO:0000027; GO:0000166; GO:0002181; GO:0003723; GO:0003735; GO:0006412; GO:0019843; GO:0022625; GO:0030687
P05743	14,234	127	GO:0002181; GO:0003723; GO:0003735; GO:0022625; GO:0042273
P0C2H6	15,531	136	GO:0002181; GO:0003735; GO:0022625
P40525	13,641	121	GO:0002181; GO:0003723; GO:0003735; GO:0006412; GO:0022625; GO:0042254
P0CX53	17,823	165	GO:0000027; GO:0002181; GO:0003735; GO:0006412; GO:0019843; GO:0022625
P0CX24	20,437	172	GO:0002181; GO:0003735; GO:0006412; GO:0022625
Q12672	18,274	160	GO:0002181; GO:0003735; GO:0006412; GO:0022625
Q08961	67,178	583	GO:0005634; GO:0005737; GO:0016279; GO:0018026; GO:0018027; GO:1990497
Q12367	41,392	367	GO:0006479; GO:0008757
P38754	15,153	138	GO:0002181; GO:0003723; GO:0003735; GO:0006412; GO:0022625; GO:0042273
P04449	17,614	155	GO:0000027; GO:0002181; GO:0003723; GO:0003735; GO:0006412; GO:0022625; GO:1902626
P49166	9,850	88	GO:0000448; GO:0002181; GO:0003723; GO:0003735; GO:0006412; GO:0019843; GO:0022625; GO:0030687; GO:0046872
P49167	8,827	78	GO:0002181; GO:0003723; GO:0003735; GO:0006412; GO:0022618; GO:0022625
P25299	32,791	296	GO:0000166; GO:0003729; GO:0005847; GO:0005849; GO:0006378; GO:0046982; GO:0072423; GO:0098789
P0CX84	13,910	120	GO:0000463; GO:0002181; GO:0003729; GO:0003735; GO:0006412; GO:0022625; GO:0030687
P51998	31,970	286	GO:0003723; GO:0003735; GO:0005762; GO:0006412; GO:0022626; GO:0032543
P17076	28,125	256	GO:0000470; GO:0002181; GO:0003723; GO:0003735; GO:0006412; GO:0022625
P05738	21,569	191	GO:0002181; GO:0003723; GO:0003735; GO:0019843; GO:0022625
P05318	10,908	106	GO:0002181; GO:0003735; GO:0006414; GO:0022625; GO:0030295; GO:0030687; GO:0045860; GO:0070180
Q12224	73,484	676	GO:0000165; GO:0000977; GO:0000982; GO:0005634; GO:0006351; GO:0007165; GO:0008301; GO:0036003; GO:0043565; GO:0045944; GO:0051019
Q07915	23,975	199	GO:0000027; GO:0001671; GO:0003735; GO:0004519; GO:0005730; GO:0006298; GO:0006412; GO:0022625; GO:0030687; GO:0042273; GO:1902626
P22354	22,392	195	GO:0003735; GO:0005762; GO:0032543
P32387	30,566	263	GO:0000166; GO:0003723; GO:0003735; GO:0005762; GO:0032543
P38330	83,761	731	GO:0000932; GO:0005743; GO:0009060; GO:0032592
P53060	27,709	241	GO:0005634; GO:0005737; GO:0006311; GO:0007131
P87262	13,639	121	GO:0002181; GO:0003723; GO:0003735; GO:0006412; GO:0022625; GO:0030687; GO:0042254
P0CX25	10,091	92	GO:0002181; GO:0003735; GO:0022625; GO:0046872
Q02326	19,962	176	GO:0000027; GO:0002181; GO:0003723; GO:0003735; GO:0022625
P10622	10,668	106	GO:0002181; GO:0003735; GO:0006414; GO:0022625; GO:0030295; GO:0030687; GO:0045860; GO:0070180
Q03195	68,340	608	GO:0000054; GO:0003743; GO:0005506; GO:0005524; GO:0005634; GO:0005737; GO:0006364; GO:0006413; GO:0006415; GO:0016887; GO:0032790; GO:0042273; GO:0043024; GO:0045727
Q12487	18,463	163	GO:0003729; GO:0003735; GO:0005762; GO:0006412; GO:0032543
P36525	30,049	258	GO:0003735; GO:0005762; GO:0032543
P36527	17,342	147	GO:0003735; GO:0005762; GO:0032543
P35996	14,905	138	GO:0003735; GO:0005762; GO:0032543; GO:0070180
P02381	47,123	398	GO:0003735; GO:0005763; GO:0032543
P32611	43,786	393	GO:0003723; GO:0003735; GO:0005762; GO:0016740; GO:0032543
Q03305	47,469	412	GO:0005634; GO:0005737; GO:0018216; GO:0019702; GO:0046498; GO:0046500
P0CX87	3,337	25	GO:0002181; GO:0003735; GO:0022625
P29453	28,112	256	GO:0000470; GO:0002181; GO:0003723; GO:0003735; GO:0006412; GO:0022625
P02400	11,050	110	GO:0002181; GO:0003735; GO:0006414; GO:0022625; GO:0030295; GO:0030687; GO:0045860; GO:0070180
P36516	44,000	390	GO:0003725; GO:0003735; GO:0004525; GO:0005634; GO:0005762; GO:0030422; GO:0031053; GO:0031054; GO:0032543; GO:0090502
P22353	26,945	238	GO:0000002; GO:0003735; GO:0005762; GO:0032543
Q02204	30,271	264	GO:0003735; GO:0005762; GO:0032543
P05745	11,124	100	GO:0002181; GO:0003723; GO:0003735; GO:0022625
P36519	33,099	292	GO:0000027; GO:0003735; GO:0005762; GO:0006412; GO:0022625; GO:0032543
P31334	29,790	269	GO:0003735; GO:0005762; GO:0032543
P36521	28,515	249	GO:0003735; GO:0005762; GO:0032543; GO:0042254
P36528	32,213	281	GO:0003735; GO:0005762; GO:0032543
P53875	16,670	158	GO:0000027; GO:0003735; GO:0005762; GO:0006412; GO:0019843; GO:0032543
P19956	11,476	98	GO:0003735; GO:0005762; GO:0032543
P32338	33,904	300	GO:0000122; GO:0000978; GO:0000981; GO:0005634; GO:0006351; GO:0007067; GO:0036095; GO:0045835; GO:0045944; GO:0046872; GO:0051038; GO:0051301; GO:0071931
P14126	43,758	387	GO:0000027; GO:0002181; GO:0003735; GO:0006412; GO:0022625
P0CH08	14,554	128	GO:0000027; GO:0000055; GO:0002181; GO:0003735; GO:0005634; GO:0016567; GO:0022625; GO:0031386; GO:0042254
P0CX86	3,337	25	GO:0002181; GO:0003735; GO:0022625
P0CX28	12,212	106	GO:0002181; GO:0003735; GO:0022625; GO:0046677; GO:0046898
P14120	11,415	105	GO:0002181; GO:0003723; GO:0003735; GO:0005737; GO:0006364; GO:0022625; GO:0030627; GO:0048025
P05737	27,638	244	GO:0000463; GO:0000470; GO:0002181; GO:0003735; GO:0005737; GO:0022625; GO:0042273; GO:0044822
P05747	6,669	59	GO:0002181; GO:0003735; GO:0022625
P0CX85	13,910	120	GO:0000463; GO:0002181; GO:0003729; GO:0003735; GO:0006412; GO:0022625; GO:0030687
P51402	9,868	88	GO:0000448; GO:0002181; GO:0003723; GO:0003735; GO:0006412; GO:0019843; GO:0022625; GO:0030687; GO:0046872
P26321	33,715	297	GO:0000027; GO:0002181; GO:0003735; GO:0005634; GO:0006412; GO:0008097; GO:0022625
P51401	21,657	191	GO:0002181; GO:0003723; GO:0003735; GO:0019843; GO:0022625
P0C2H7	15,505	136	GO:0002181; GO:0003735; GO:0022625; GO:0030687
O14455	11,135	100	GO:0002181; GO:0003723; GO:0003735; GO:0022625
P04650	6,342	51	GO:0002181; GO:0003723; GO:0003735; GO:0006412; GO:0022625
P10664	39,092	362	GO:0002181; GO:0003723; GO:0003735; GO:0005634; GO:0022625
P05739	19,986	176	GO:0000027; GO:0002181; GO:0003723; GO:0003735; GO:0022625
Q12213	27,696	244	GO:0000463; GO:0000470; GO:0002181; GO:0003735; GO:0005730; GO:0005737; GO:0022625; GO:0042273; GO:0044822
P24000	17,548	155	GO:0000027; GO:0002181; GO:0003723; GO:0003735; GO:0006412; GO:0022625; GO:1902626
P05744	12,154	107	GO:0002181; GO:0003735; GO:0022625; GO:0042273
P0CH09	14,554	128	GO:0000027; GO:0000055; GO:0002181; GO:0003735; GO:0005634; GO:0016567; GO:0022625; GO:0031386; GO:0042254
P49626	39,062	362	GO:0002181; GO:0003723; GO:0003735; GO:0005634; GO:0022625
P05319	10,746	106	GO:0002181; GO:0003735; GO:0006414; GO:0022625; GO:0030295; GO:0030687; GO:0070180
P53881	34,897	309	GO:0003735; GO:0005762; GO:0032543
P25348	21,437	183	GO:0003735; GO:0005743; GO:0005762; GO:0032543
Q06090	16,124	140	GO:0003735; GO:0005762; GO:0032543
P39975	26,815	231	GO:0030435; GO:0051321
P11745	45,816	407	GO:0000054; GO:0000781; GO:0005096; GO:0005634; GO:0005829; GO:0006348; GO:0006404; GO:0006407; GO:0006409; GO:0006606
P25367	42,580	405	GO:0005634; GO:0005829
P32529	13,661	125	GO:0001054; GO:0003676; GO:0005736; GO:0006360; GO:0006363; GO:0008270; GO:0042254; GO:0042790
P10964	186,432	1664	GO:0001054; GO:0003677; GO:0005730; GO:0005736; GO:0006360; GO:0008270; GO:0042254; GO:0042790; GO:1990841
P46669	36,224	326	GO:0001054; GO:0005736; GO:0006360; GO:0042254; GO:0042790
Q01080	46,651	415	GO:0001054; GO:0003677; GO:0005730; GO:0005736; GO:0006360; GO:0006362; GO:0042254; GO:0042790
P22139	8,278	70	GO:0001054; GO:0001172; GO:0003677; GO:0005654; GO:0005665; GO:0005666; GO:0005736; GO:0006360; GO:0006366; GO:0006383; GO:0006385; GO:0006386; GO:0008270; GO:0042254; GO:0042797
P07703	37,687	335	GO:0001054; GO:0003677; GO:0005654; GO:0005666; GO:0005736; GO:0006360; GO:0006383; GO:0006385; GO:0006386; GO:0042254; GO:0042797; GO:0070893
P23250	46,623	407	GO:0003677; GO:0005634; GO:0007265; GO:0009272; GO:0030695; GO:0045944
P36523	28,167	253	GO:0003735; GO:0004525; GO:0005762; GO:0006396; GO:0032543
P36533	7,973	70	GO:0003735; GO:0005762; GO:0032543
P43620	75,914	662	GO:0016021; GO:0030435; GO:0051321
Q02685	26,860	241	GO:0000400; GO:0003697; GO:0005737; GO:0006265; GO:0006974; GO:0007064; GO:0008047; GO:0031422; GO:0043388; GO:0043596; GO:0051301; GO:0051321
P25042	41,838	368	GO:0000122; GO:0000790; GO:0000987; GO:0001078; GO:0001135; GO:0006351; GO:0008301; GO:0043565; GO:0071470; GO:0097201
P08518	138,751	1224	GO:0001172; GO:0003899; GO:0005665; GO:0006366; GO:0010494; GO:0032549; GO:0043566; GO:0046872
P22276	129,456	1149	GO:0003677; GO:0003899; GO:0005654; GO:0005666; GO:0006383; GO:0006385; GO:0006386; GO:0032549; GO:0042797; GO:0046872
P53196	46,383	417	GO:0000502; GO:0005634; GO:0005829; GO:0006511; GO:0070682
Q03465	60,153	531	GO:0000122; GO:0000978; GO:0001077; GO:0005634; GO:0006282; GO:0032436; GO:0036003; GO:0045944; GO:0046872; GO:0061395
Q02555	54,071	471	GO:0000294; GO:0003725; GO:0004525; GO:0005654; GO:0005730; GO:0006325; GO:0006364; GO:0009303; GO:0030422; GO:0030847; GO:0031053; GO:0031054; GO:0034473; GO:0034475; GO:0034476; GO:0034963; GO:0034964; GO:0060237
P51862	152,596	1356	GO:0000131; GO:0004871; GO:0005089; GO:0005546; GO:0005934; GO:0007264; GO:0030010; GO:0035023; GO:0043332; GO:0043951; GO:0045807; GO:0060237; GO:0090630
P53046	131,420	1155	GO:0005089; GO:0005622; GO:0007264; GO:0035023; GO:0090630
P40422	7,716	70	GO:0001054; GO:0001172; GO:0003677; GO:0005654; GO:0005665; GO:0005666; GO:0005736; GO:0006360; GO:0006366; GO:0006383; GO:0006385; GO:0006386; GO:0008270; GO:0042254; GO:0042797
P04050	191,612	1733	GO:0001172; GO:0003899; GO:0005634; GO:0005665; GO:0006366; GO:0010494; GO:0019985; GO:0043566; GO:0046872
P32910	36,135	317	GO:0003899; GO:0005654; GO:0005666; GO:0005739; GO:0006359; GO:0006383; GO:0006385; GO:0006386; GO:0042797
P38805	35,121	295	GO:0000027; GO:0000055; GO:0000463; GO:0000466; GO:0005730; GO:0030687; GO:0042134
Q12377	49,774	434	GO:0005198; GO:0006511; GO:0008541; GO:0034515; GO:0043248
Q12532	119,069	1038	GO:0000049; GO:0010494; GO:0043023; GO:0043043; GO:0072344; GO:1990112; GO:1990116
P05317	33,717	312	GO:0000027; GO:0002181; GO:0003735; GO:0005737; GO:0022625; GO:0070180
P0CX26	10,091	92	GO:0002181; GO:0003735; GO:0022625; GO:0046872
P0CX27	12,212	106	GO:0002181; GO:0003735; GO:0022625; GO:0046677; GO:0046898
Q12495	70,210	606	GO:0000775; GO:0005634; GO:0006335; GO:0033186
P40693	36,559	322	GO:0000463; GO:0000465; GO:0002181; GO:0003735; GO:0005730; GO:0019843; GO:0022625; GO:0030687; GO:0042273
P23369	18,587	157	GO:0003735; GO:0005762; GO:0032543
Q04598	12,030	105	GO:0003735; GO:0005762; GO:0032543
Q06678	42,825	367	GO:0003735; GO:0005762; GO:0032543
Q05635	39,484	350	GO:0005634; GO:0006401; GO:0032299; GO:0043137; GO:0090502
P12687	43,227	371	GO:0000048; GO:0003735; GO:0005762; GO:0032543
P38064	26,518	232	GO:0003735; GO:0005762; GO:0019843; GO:0032543
P36531	20,091	177	GO:0003735; GO:0005762; GO:0032543
P53724	16,283	139	GO:0003735; GO:0005762; GO:0032543
Q03441	49,932	430	GO:0005737; GO:0030435; GO:0051321
Q12508	49,169	421	GO:0004842; GO:0005829; GO:0030435; GO:0034657; GO:0042787; GO:0043161; GO:0045721; GO:0051321
P40993	22,541	198	GO:0000172; GO:0004518; GO:0005655; GO:0006364; GO:0006397; GO:0008033; GO:0030541; GO:0042134; GO:0090502
P25298	79,960	677	GO:0003729; GO:0005634; GO:0005739; GO:0005829; GO:0005849; GO:0006378; GO:0046982; GO:0072423; GO:0098789
Q03691	28,908	256	GO:0005789; GO:0006457; GO:0006458; GO:0006487; GO:0007118; GO:0009272; GO:0016021; GO:0030950; GO:0034975; GO:0035269; GO:0051082
P47006	26,875	233	GO:0001054; GO:0005634; GO:0005730; GO:0005736; GO:0006360; GO:0006362; GO:0042254; GO:0042790
P20434	25,079	215	GO:0001054; GO:0001172; GO:0003677; GO:0005654; GO:0005665; GO:0005666; GO:0005736; GO:0006360; GO:0006366; GO:0006383; GO:0006385; GO:0006386; GO:0042254; GO:0042797
P04051	162,301	1460	GO:0003677; GO:0003899; GO:0005654; GO:0005666; GO:0006383; GO:0006385; GO:0006386; GO:0042797; GO:0046872
P36121	32,142	282	GO:0003899; GO:0005666; GO:0042797
P35718	24,326	212	GO:0003677; GO:0003899; GO:0005654; GO:0005666; GO:0006383; GO:0006384; GO:0006385; GO:0006386; GO:0042797
P32561	48,904	433	GO:0000083; GO:0000117; GO:0000118; GO:0000122; GO:0001302; GO:0003713; GO:0003714; GO:0004407; GO:0005737; GO:0006368; GO:0016239; GO:0016479; GO:0030174; GO:0031939; GO:0032041; GO:0032221; GO:0033698; GO:0034399; GO:0034503; GO:0045128; GO:0045944; GO:0051038; GO:0061186; GO:0061188; GO:0061587; GO:0070822; GO:0070932; GO:0070933
P38886	29,747	268	GO:0000502; GO:0005198; GO:0005634; GO:0005829; GO:0006511; GO:0008540; GO:0031593; GO:0043161; GO:0043248
P32565	104,232	945	GO:0005634; GO:0006511; GO:0008540; GO:0030234; GO:0030674; GO:0034515; GO:0042176; GO:0043161; GO:0043248
P36517	36,965	319	GO:0003735; GO:0005762; GO:0032543
P36532	11,949	105	GO:0003735; GO:0005762; GO:0030435; GO:0032543
P40858	18,387	161	GO:0003735; GO:0005762; GO:0032543
P36159	96,816	838	GO:0005634; GO:0005739; GO:0034414; GO:0042780; GO:0042781; GO:0046872; GO:0072684; GO:1990180
P53118	78,142	685	GO:0005634; GO:0005737; GO:0016042; GO:0044255; GO:0047372
Q12189	28,258	258	GO:0004751; GO:0006098; GO:0008615; GO:0009052
Q04599	30,996	285	GO:0003723; GO:0003735; GO:0005762; GO:0032543
P32904	23,889	214	GO:0003723; GO:0003735; GO:0005762; GO:0019843; GO:0032543
P36526	16,492	146	GO:0003735; GO:0005762; GO:0006412; GO:0032543
P36534	33,751	297	GO:0003735; GO:0005762; GO:0006412; GO:0032543
P32388	16,021	137	GO:0003735; GO:0005762; GO:0032543
P53140	74,596	646	GO:0005739; GO:0006413; GO:0009060; GO:0030435; GO:0031314; GO:0043488
Q12530	23,619	201	GO:0000172; GO:0000294; GO:0000466; GO:0005634; GO:0005737; GO:0016021; GO:0042134
Q02805	92,349	837	GO:0000754; GO:0002092; GO:0005886; GO:0031625; GO:0042493; GO:0070086; GO:0071333
P45818	63,653	564	GO:0000447; GO:0000472; GO:0000480; GO:0003723; GO:0004004; GO:0005524; GO:0005654; GO:0005730; GO:0008186; GO:0010501; GO:0030490; GO:0031167; GO:0048254
P22138	135,742	1203	GO:0001054; GO:0003677; GO:0005736; GO:0006360; GO:0032549; GO:0042254; GO:0042790; GO:0046872
Q04307	12,513	110	GO:0003676; GO:0003899; GO:0005654; GO:0005666; GO:0005730; GO:0006383; GO:0006385; GO:0006386; GO:0008270; GO:0042797
P47076	18,596	161	GO:0000166; GO:0003676; GO:0003899; GO:0005634; GO:0005654; GO:0005666; GO:0005829; GO:0006383; GO:0006384; GO:0006385; GO:0006386; GO:0042797
P36160	39,599	344	GO:0000027; GO:0000463; GO:0000466; GO:0005730; GO:0008097; GO:0008312; GO:0019843; GO:1902626
P28000	16,151	142	GO:0001054; GO:0003677; GO:0005654; GO:0005666; GO:0005736; GO:0006360; GO:0006383; GO:0006385; GO:0006386; GO:0042254; GO:0042797
P20433	25,414	221	GO:0000166; GO:0000288; GO:0000932; GO:0001172; GO:0003899; GO:0005634; GO:0005665; GO:0005737; GO:0006281; GO:0006366; GO:0006367; GO:0031369; GO:0031990; GO:0034402; GO:0045948
P38786	32,224	293	GO:0000172; GO:0000294; GO:0003723; GO:0004526; GO:0005634; GO:0005655; GO:0005829; GO:0006364; GO:0008033; GO:0034965
P35178	33,203	278	GO:0005730; GO:0006364; GO:0030687; GO:0030688
Q08285	26,556	240	GO:0000176; GO:0000177; GO:0000467; GO:0003723; GO:0005730; GO:0030145; GO:0034427; GO:0034475; GO:0043628; GO:0043928; GO:0070478; GO:0070481; GO:0070651; GO:0071034; GO:0071035; GO:0071038; GO:0071042; GO:0071049; GO:0071051
P25359	44,011	394	GO:0000176; GO:0000177; GO:0000467; GO:0005654; GO:0005730; GO:0005737; GO:0006402; GO:0016072; GO:0017091; GO:0034427; GO:0034473; GO:0034475; GO:0034476; GO:0043628; GO:0043928; GO:0070478; GO:0070481; GO:0070651; GO:0071028; GO:0071035; GO:0071038; GO:0071042; GO:0071051
P40470	23,845	206	GO:0005730; GO:0006351; GO:0006355
P53117	34,706	311	GO:0006351; GO:0006355; GO:0006810; GO:0016020; GO:0016021
P53942	34,875	307	GO:0003723; GO:0004523; GO:0005634; GO:0005737; GO:0006298; GO:0032299; GO:0043137; GO:0046872
Q12338	12,482	110	GO:0005634; GO:0005737; GO:0006401; GO:0032299; GO:0043137; GO:0090502
P43602	79,709	733	GO:0000754; GO:0002092; GO:0031625; GO:0070086
Q04847	64,405	553	GO:0005095; GO:0005634; GO:0006623; GO:0006897; GO:0030659; GO:0034260
P20435	17,910	155	GO:0001054; GO:0001172; GO:0003677; GO:0005654; GO:0005665; GO:0005666; GO:0005736; GO:0005737; GO:0006360; GO:0006366; GO:0006383; GO:0006385; GO:0006386; GO:0042254; GO:0042797
P16370	35,298	318	GO:0001172; GO:0003677; GO:0003899; GO:0005654; GO:0005665; GO:0006366; GO:0006369; GO:0046872
P34087	19,058	171	GO:0000291; GO:0000932; GO:0001172; GO:0003697; GO:0003727; GO:0003899; GO:0005634; GO:0005665; GO:0005737; GO:0006366; GO:0006367; GO:0031369; GO:0045948; GO:0060213
Q04740	39,431	348	GO:0000287; GO:0003676; GO:0004523; GO:0006401; GO:0043137
Q02933	50,171	434	GO:0000324; GO:0000902; GO:0003723; GO:0004521; GO:0005576; GO:0005773; GO:0005775; GO:0005829; GO:0006401; GO:0006915; GO:0033897
P50106	14,585	137	GO:0001054; GO:0005736; GO:0006360; GO:0042254; GO:0042790
P20436	16,511	146	GO:0001054; GO:0001172; GO:0003677; GO:0005654; GO:0005665; GO:0005666; GO:0005736; GO:0006360; GO:0006366; GO:0006383; GO:0006385; GO:0006386; GO:0042254; GO:0042797
P38902	13,616	120	GO:0001172; GO:0003677; GO:0003899; GO:0005665; GO:0006366; GO:0006369
P27999	14,288	122	GO:0001172; GO:0001193; GO:0003676; GO:0003899; GO:0005665; GO:0005730; GO:0006283; GO:0006366; GO:0006367; GO:0008270
P32349	74,017	654	GO:0003677; GO:0003899; GO:0005654; GO:0005666; GO:0005737; GO:0006383; GO:0006385; GO:0006386; GO:0042797
P25441	46,667	422	GO:0003677; GO:0003899; GO:0005654; GO:0005666; GO:0006383; GO:0006385; GO:0006386; GO:0042797
P17890	27,724	251	GO:0003677; GO:0003899; GO:0005654; GO:0005666; GO:0006359; GO:0006383; GO:0006384; GO:0006385; GO:0006386; GO:0042797
Q02773	139,348	1202	GO:0001682; GO:0002181; GO:0004526; GO:0005634; GO:0005759; GO:0006396; GO:0006397; GO:0007005; GO:0030677; GO:0030678; GO:0045944
P43588	34,398	306	GO:0000266; GO:0004843; GO:0005634; GO:0005739; GO:0005829; GO:0008237; GO:0008541; GO:0016559; GO:0016579; GO:0034515; GO:0043161; GO:1902906
P13433	153,047	1351	GO:0000002; GO:0003677; GO:0003896; GO:0003899; GO:0005759; GO:0006269; GO:0006390; GO:0034245; GO:0042645
P32385	28,862	249	GO:0000166; GO:0003723; GO:0005737; GO:0042254
O13563	17,902	156	GO:0005634; GO:0006511; GO:0008541; GO:0034515; GO:0043130
Q06103	48,959	429	GO:0005198; GO:0005634; GO:0006511; GO:0008541; GO:0043161
